encoded_name,label_name,has-source-phenomenon,has-primary-participant-phenomenon,has-containing-phenomenon,is-modeled-by,undergoes-process,has-in-participant-phenomenon,has-medium-participant-phenomenon,has-sink-participant-phenomenon,has-source-participant-phenomenon,has-abstraction,has-phenomenon,has-part,has-location,is-observed-by,has-form,measured-below,has-matter,is-part-of-containing-phenomenon,has-denominator-participant-phenomenon,has-numerator-participant-phenomenon,is-expressed-as,has-containing-medium-phenomenon,has-trajectory,measured-at,has-adjacent-participant-phenomenon,measured-above,drives,has-primary-participant-phenomenon2,has-role,has-participating-primary-phenomenon,has-perspective-participant-phenomenon,surrounds,measured-wrt,contains-matter,has-sink-phenomenon,referenced-with-property,reference-for-computing,orbits-around,has-first-participant-phenomenon,has-second-participant-phenomenon,has-model-location,has-domain,has-location-of-origin,has-subtrahend-participant-phenomenon,has-minuend-participant-phenomenon,has-primary-matter,measured-to,measured-from,participates-in,has-participating-medium-phenomenon,undergoes-process2,has-part2,measured-since,measured-along,has-phenomenon2,has-matter2,has-role2,has-process,has-process2,has-form2
(atmosphere-contains-aerosol)-as-source-radiation~incoming~shortwave-undergoes-process-reflection,atmosphere_aerosol_radiation~incoming~shortwave_reflection,,radiation~incoming~shortwave,,,reflection,,,,atmosphere-contains-aerosol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(aerosol-contains-radiation~incoming~shortwave~reflected),atmosphere_aerosol_radiation~incoming~shortwave~reflected,,aerosol-contains-radiation~incoming~shortwave~reflected,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-contains-radiation~incoming~shortwave~reflected,aerosol_radiation~incoming~shortwave~reflected,,radiation~incoming~shortwave~reflected,aerosol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-contains-aerosol)-as-sink-radiation~incoming~shortwave-undergoes-process-transmission,atmosphere_aerosol_radiation~incoming~shortwave_transmission,,radiation~incoming~shortwave,,,transmission,,,atmosphere-contains-aerosol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(aerosol-contains-radiation~incoming~shortwave~transmitted),atmosphere_aerosol_radiation~incoming~shortwave~transmitted,,aerosol-contains-radiation~incoming~shortwave~transmitted,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-contains-radiation~incoming~shortwave~transmitted,aerosol_radiation~incoming~shortwave~transmitted,,radiation~incoming~shortwave~transmitted,aerosol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-contains-aerosol)-as-source-radiation~outgoing~longwave-undergoes-process-emission,atmosphere_aerosol_radiation~outgoing~longwave_emission,,radiation~outgoing~longwave,,,emission,,,,atmosphere-contains-aerosol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(aerosol-contains-radiation~outgoing~longwave~downward),atmosphere_aerosol_radiation~outgoing~longwave~downward,,aerosol-contains-radiation~outgoing~longwave~downward,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-contains-radiation~outgoing~longwave~downward,aerosol_radiation~outgoing~longwave~downward,,radiation~outgoing~longwave~downward,aerosol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(aerosol-contains-radiation~outgoing~longwave~upward),atmosphere_aerosol_radiation~outgoing~longwave~upward,,aerosol-contains-radiation~outgoing~longwave~upward,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-contains-radiation~outgoing~longwave~upward,aerosol_radiation~outgoing~longwave~upward,,radiation~outgoing~longwave~upward,aerosol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-acetic-acid),atmosphere_air_column_acetic-acid,,(air-has-form-column)-contains-acetic-acid,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-acetic-acid,air_column_acetic-acid,,acetic-acid,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-has-form-column,air_column,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-acetonitrile),atmosphere_air_column_acetonitrile,,(air-has-form-column)-contains-acetonitrile,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-acetonitrile,air_column_acetonitrile,,acetonitrile,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-(aerosol~dry-has-matter-ammonium)),atmosphere_air_column_aerosol~dry_ammonium,,(air-has-form-column)-contains-(aerosol~dry-has-matter-ammonium),atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-(aerosol~dry-has-matter-ammonium),air_column_aerosol~dry_ammonium,,aerosol~dry-has-matter-ammonium,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol~dry-has-matter-ammonium,aerosol~dry_ammonium,,,,,,,,,,,,,,,,,ammonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-alkanes),atmosphere_air_column_alkanes,,(air-has-form-column)-contains-alkanes,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-alkanes,air_column_alkanes,,alkanes,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-alkenes),atmosphere_air_column_alkenes,,(air-has-form-column)-contains-alkenes,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-alkenes,air_column_alkenes,,alkenes,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-alpha-hch),atmosphere_air_column_alpha-hch,,(air-has-form-column)-contains-alpha-hch,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-alpha-hch,air_column_alpha-hch,,alpha-hch,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-alpha-pinene),atmosphere_air_column_alpha-pinene,,(air-has-form-column)-contains-alpha-pinene,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-alpha-pinene,air_column_alpha-pinene,,alpha-pinene,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-ammonia),atmosphere_air_column_ammonia,,(air-has-form-column)-contains-ammonia,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-ammonia,air_column_ammonia,,ammonia,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-clox-expressed-as-chlorine),atmosphere_air_column_clox_chlorine,,(air-has-form-column)-contains-clox-expressed-as-chlorine,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-clox-expressed-as-chlorine,air_column_clox_chlorine,,clox,air-has-form-column,,,,,,,,,,,,,,,,,,chlorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-hox-expressed-as-hydrogen),atmosphere_air_column_hox_hydrogen,,(air-has-form-column)-contains-hox-expressed-as-hydrogen,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-hox-expressed-as-hydrogen,air_column_hox_hydrogen,,hox,air-has-form-column,,,,,,,,,,,,,,,,,,hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-nox-expressed-as-nitrogen),atmosphere_air_column_nox_nitrogen,,(air-has-form-column)-contains-nox-expressed-as-nitrogen,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-nox-expressed-as-nitrogen,air_column_nox_nitrogen,,nox,air-has-form-column,,,,,,,,,,,,,,,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-((air-has-form-column)-contains-water~vapor),atmosphere_air_column_water~vapor,,(air-has-form-column)-contains-water~vapor,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(air-has-form-column)-contains-water~vapor,air_column_water~vapor,,water~vapor,air-has-form-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-air,atmosphere_air,,air,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-undergoes-process-isentropic-process),atmosphere_air_isentropic-process,,air-undergoes-process-isentropic-process,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-undergoes-process-isentropic-process,air_isentropic-process,,air,,,isentropic-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-undergoes-process-isothermal-process),atmosphere_air_isothermal-process,,air-undergoes-process-isothermal-process,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-undergoes-process-isothermal-process,air_isothermal-process,,air,,,isothermal-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-undergoes-process-isobaric-process),atmosphere_air_isobaric-process,,air-undergoes-process-isobaric-process,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-undergoes-process-isobaric-process,air_isobaric-process,,air,,,isobaric-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-undergoes-process-isochoric-process),atmosphere_air_isochoric-process,,air-undergoes-process-isochoric-process,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air~dry-undergoes-process-adiabatic-process),atmosphere_air~dry_adiabatic-process,,air~dry-undergoes-process-adiabatic-process,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air~dry-undergoes-process-adiabatic-process,air~dry_adiabatic-process,,air~dry,,,adiabatic-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air~saturated-undergoes-process-adiabatic-process),atmosphere_air~saturated_adiabatic-process,,air~saturated-undergoes-process-adiabatic-process,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air~saturated-undergoes-process-adiabatic-process,air~saturated_adiabatic-process,,air~saturated,,,adiabatic-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-carbon-dioxide~equilibrium),atmosphere_air_carbon-dioxide~equilibrium,,air-as-medium-carbon-dioxide~equilibrium,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-carbon-dioxide~equilibrium,air_carbon-dioxide~equilibrium,,carbon-dioxide~equilibrium,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-carbon-dioxide),atmosphere_air_carbon-dioxide,,air-as-medium-carbon-dioxide,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-carbon-dioxide,air_carbon-dioxide,,carbon-dioxide,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air~saturated-as-medium-carbon-dioxide),atmosphere_air~saturated_carbon-dioxide,,air~saturated-as-medium-carbon-dioxide,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air~saturated-as-medium-carbon-dioxide,air~saturated_carbon-dioxide,,carbon-dioxide,,,,,air~saturated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-undergoes-process-flowing),atmosphere_air_flowing,,air-undergoes-process-flowing,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-undergoes-process-flowing,air_flowing,,air,,,flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-sediment~suspended-undergoes-process-flowing),atmosphere_air_sediment~suspended_flowing,,air-as-medium-sediment~suspended-undergoes-process-flowing,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-sediment~suspended-undergoes-process-flowing,air_sediment~suspended_flowing,,sediment~suspended,,,flowing,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-snow~suspended-undergoes-process-flowing),atmosphere_air_snow~suspended_flowing,,air-as-medium-snow~suspended-undergoes-process-flowing,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-snow~suspended-undergoes-process-flowing,air_snow~suspended_flowing,,snow~suspended,,,flowing,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-mercury~gaseous~divalent),atmosphere_air_mercury~gaseous~divalent,,air-as-medium-mercury~gaseous~divalent,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-mercury~gaseous~divalent,air_mercury~gaseous~divalent,,mercury~gaseous~divalent,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-mercury~gaseous~elemental),atmosphere_air_mercury~gaseous~elemental,,air-as-medium-mercury~gaseous~elemental,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-mercury~gaseous~elemental,air_mercury~gaseous~elemental,,mercury~gaseous~elemental,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-mercury~gaseous~monovalent),atmosphere_air_mercury~gaseous~monovalent,,air-as-medium-mercury~gaseous~monovalent,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-mercury~gaseous~monovalent,air_mercury~gaseous~monovalent,,mercury~gaseous~monovalent,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-nitrogen~atomic),atmosphere_air_nitrogen~atomic,,air-as-medium-nitrogen~atomic,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-nitrogen~atomic,air_nitrogen~atomic,,nitrogen~atomic,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-(nmvoc~anthropogenic-contains-carbon)),atmosphere_air_nmvoc~anthropogenic_carbon,,air-as-medium-(nmvoc~anthropogenic-contains-carbon),atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-(nmvoc~anthropogenic-contains-carbon),air_nmvoc~anthropogenic_carbon,,nmvoc~anthropogenic-contains-carbon,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nmvoc~anthropogenic-contains-carbon,nmvoc~anthropogenic_carbon,,carbon,nmvoc~anthropogenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-(nmvoc~biogenic-contains-carbon)),atmosphere_air_nmvoc~biogenic_carbon,,air-as-medium-(nmvoc~biogenic-contains-carbon),atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-(nmvoc~biogenic-contains-carbon),air_nmvoc~biogenic_carbon,,nmvoc~biogenic-contains-carbon,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nmvoc~biogenic-contains-carbon,nmvoc~biogenic_carbon,,carbon,nmvoc~biogenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-radiation),atmosphere_air_radiation,,air-as-medium-radiation,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-radiation,air_radiation,,radiation,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-contains-as-medium-(radiation-has-trajectory-optical-path)),atmosphere_air_radiation_optical-path,,air-contains-as-medium-(radiation-has-trajectory-optical-path),atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-contains-as-medium-(radiation-has-trajectory-optical-path),air_radiation_optical-path,,radiation-has-trajectory-optical-path,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiation-has-trajectory-optical-path,radiation_optical-path,,radiation,,,,,,,,,,,,,,,,,,,,,optical-path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-sink-radiation~incoming~longwave-undergoes-process-absorption),atmosphere_air_radiation~incoming~longwave_absorption,,air-as-sink-radiation~incoming~longwave-undergoes-process-absorption,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-sink-radiation~incoming~longwave-undergoes-process-absorption,air_radiation~incoming~longwave_absorption,,radiation~incoming~longwave,,,absorption,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-source-radiation~incoming~longwave-undergoes-process-reflection),atmosphere_air_radiation~incoming~longwave_reflection,,air-as-source-radiation~incoming~longwave-undergoes-process-reflection,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-source-radiation~incoming~longwave-undergoes-process-reflection,air_radiation~incoming~longwave_reflection,,radiation~incoming~longwave,,,reflection,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-sink-radiation~incoming~longwave-undergoes-process-transmission),atmosphere_air_radiation~incoming~longwave_transmission,,air-as-sink-radiation~incoming~longwave-undergoes-process-transmission,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-sink-radiation~incoming~longwave-undergoes-process-transmission,air_radiation~incoming~longwave_transmission,,radiation~incoming~longwave,,,transmission,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-contains-radiation~incoming~shortwave),atmosphere_air_radiation~incoming~shortwave,,air-contains-radiation~incoming~shortwave,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-contains-radiation~incoming~shortwave,air_radiation~incoming~shortwave,,radiation~incoming~shortwave,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-water~vapor~bubble-point),atmosphere_air_water~vapor~bubble-point,,air-as-medium-water~vapor~bubble-point,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-water~vapor~bubble-point,air_water~vapor~bubble-point,,water~vapor~bubble-point,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-water~vapor~dew-point),atmosphere_air_water~vapor~dew-point,,air-as-medium-water~vapor~dew-point,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-water~vapor~equilibrium),atmosphere_air_water~vapor~equilibrium,,air-as-medium-water~vapor~equilibrium,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-water~vapor~equilibrium,air_water~vapor~equilibrium,,water~vapor~equilibrium,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air-as-medium-water~vapor~frost-point),atmosphere_air_water~vapor~frost-point,,air-as-medium-water~vapor~frost-point,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-as-medium-water~vapor~frost-point,air_water~vapor~frost-point,,water~vapor~frost-point,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(air~saturated-as-medium-water~vapor),atmosphere_air~saturated_water~vapor,,air~saturated-as-medium-water~vapor,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air~saturated-as-medium-water~vapor,air~saturated_water~vapor,,water~vapor,,,,,air~saturated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(ball-undergoes-process-falling),atmosphere_ball_falling,,ball-undergoes-process-falling,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ball-undergoes-process-falling,ball_falling,,ball,,,falling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
((atmosphere-has-part-bottom)-contains-air)-as-sink-canopy-as-source,atmosphere_bottom_air_canopy,,,,,,,,(atmosphere-has-part-bottom)-contains-air,canopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-bottom)-contains-air,atmosphere_bottom_air,,air,atmosphere-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
((atmosphere-has-part-bottom)-contains-air)-as-sink-cloud-as-source,atmosphere_bottom_air_cloud,,,,,,,,(atmosphere-has-part-bottom)-contains-air,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-bottom)-contains-(air-has-form-bulk),atmosphere_bottom_air_bulk,,air-has-form-bulk,atmosphere-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-has-form-bulk,air_bulk,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-bottom)-contains-(air-undergoes-process-isobaric-process),atmosphere_bottom_air_isobaric-process,,air-undergoes-process-isobaric-process,atmosphere-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-bottom)-contains-(air-as-medium-carbon-dioxide~equilibrium),atmosphere_bottom_air_carbon-dioxide~equilibrium,,air-as-medium-carbon-dioxide~equilibrium,atmosphere-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-bottom)-contains-(air-as-medium-carbon-dioxide),atmosphere_bottom_air_carbon-dioxide,,air-as-medium-carbon-dioxide,atmosphere-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-bottom)-contains-(air~saturated-as-medium-carbon-dioxide),atmosphere_bottom_air~saturated_carbon-dioxide,,air~saturated-as-medium-carbon-dioxide,atmosphere-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-bottom)-is-location-of-((air-undergoes-process-flowing)-has-form-bulk),atmosphere_bottom_air_flowing_bulk,,(air-undergoes-process-flowing)-has-form-bulk,,,,,,,,,,,atmosphere-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
