original_name,variable_name,object_name,quantity_name,phenomena,processes,matter,roles,forms,properties,operations,propertytypes,propertyroles,propertyquantifications,trajectories,domains,attributes,abstractions,models,directions,parts,reference,object_pattern,quantity_pattern
atmosphere_water__forecast_of_fifteen-day_time_integral_of_precipitation_leq_volume_flux,atmosphere_water_precipitation__forecast_of_fifteen-day_time_integral_of_leq_volume_flux,atmosphere_water_precipitation,forecast_of_fifteen-day_time_integral_of_leq_volume_flux,atmosphere,precipitation,water,,,leq_volume_flux,"fifteen-day_time_integral, forecast",,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_OPERATION_of_PROPERTY
atmosphere_water__cumulative_anomaly_of_forecast_of_fifteen-day_time_integral_of_precipitation_leq_volume_flux,atmosphere_water_precipitation__cumulative_anomaly_of_forecast_of_fifteen-day_time_integral_of_leq_volume_flux,atmosphere_water_precipitation,cumulative_anomaly_of_forecast_of_fifteen-day_time_integral_of_leq_volume_flux,atmosphere,precipitation,water,,,leq_volume_flux,"fifteen-day_time_integral, cumulative_anomaly, forecast",,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_OPERATION_of_OPERATION_of_PROPERTY
atmosphere_water__cumulative_z-score_of_forecast_of_fifteen-day_time_integral_of_precipitation_leq_volume_flux,atmosphere_water_precipitation__cumulative_z-score_of_forecast_of_fifteen-day_time_integral_of_leq_volume_flux,atmosphere_water_precipitation,cumulative_z-score_of_forecast_of_fifteen-day_time_integral_of_leq_volume_flux,atmosphere,precipitation,water,,,leq_volume_flux,"fifteen-day_time_integral, cumulative_z-score, forecast",,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_OPERATION_of_OPERATION_of_PROPERTY
land_surface__first_dekad_daily_mean_of_temperature,land_surface__first_dekad_one-day_mean_of_temperature,land_surface,first_dekad_one-day_mean_of_temperature,land,,,,,temperature,first_dekad_one-day_mean,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_PROPERTY
land_surface__second_dekad_daily_mean_of_temperature,land_surface__second_dekad_one-day_mean_of_temperature,land_surface,second_dekad_one-day_mean_of_temperature,land,,,,,temperature,second_dekad_one-day_mean,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_PROPERTY
land_surface__third_dekad_daily_mean_of_temperature,land_surface__third_dekad_one-day_mean_of_temperature,land_surface,third_dekad_one-day_mean_of_temperature,land,,,,,temperature,third_dekad_one-day_mean,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_PROPERTY
land_surface__one-month_daily_mean_of_temperature,land_surface__one-month_one-day_mean_of_temperature,land_surface,one-month_one-day_mean_of_temperature,land,,,,,temperature,one-month_one-day_mean,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_PROPERTY
land_surface__month-specific_anomaly_of_first_dekad_daily_mean_of_temperature,land_surface__month-specific_anomaly_of_first_dekad_one-day_mean_of_temperature,land_surface,month-specific_anomaly_of_first_dekad_one-day_mean_of_temperature,land,,,,,temperature,"first_dekad_one-day_mean, month-specific_anomaly",,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_OPERATION_of_PROPERTY
land_surface__month-specific_anomaly_of_second_dekad_daily_mean_of_temperature,land_surface__month-specific_anomaly_of_second_dekad_one-day_mean_of_temperature,land_surface,month-specific_anomaly_of_second_dekad_one-day_mean_of_temperature,land,,,,,temperature,"second_dekad_one-day_mean, month-specific_anomaly",,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_OPERATION_of_PROPERTY
land_surface__month-specific_anomaly_of_third_dekad_daily_mean_of_temperature,land_surface__month-specific_anomaly_of_third_dekad_one-day_mean_of_temperature,land_surface,month-specific_anomaly_of_third_dekad_one-day_mean_of_temperature,land,,,,,temperature,"third_dekad_one-day_mean, month-specific_anomaly",,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_OPERATION_of_PROPERTY
land_surface__month-specific_anomaly_of_one-month_daily_mean_of_temperature,land_surface__month-specific_anomaly_of_one-month_one-day_mean_of_temperature,land_surface,month-specific_anomaly_of_one-month_one-day_mean_of_temperature,land,,,,,temperature,"month-specific_anomaly, one-month_one-day_mean",,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_OPERATION_of_PROPERTY
land_surface__month-specific_z-score_of_first_dekad_daily_mean_of_temperature,land_surface__month-specific_z-score_of_first_dekad_one-day_mean_of_temperature,land_surface,month-specific_z-score_of_first_dekad_one-day_mean_of_temperature,land,,,,,temperature,"first_dekad_one-day_mean, month-specific_z-score",,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_OPERATION_of_PROPERTY
land_surface__month-specific_z-score_of_second_dekad_daily_mean_of_temperature,land_surface__month-specific_z-score_of_second_dekad_one-day_mean_of_temperature,land_surface,month-specific_z-score_of_second_dekad_one-day_mean_of_temperature,land,,,,,temperature,"second_dekad_one-day_mean, month-specific_z-score",,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_OPERATION_of_PROPERTY
land_surface__month-specific_z-score_of_third_dekad_daily_mean_of_temperature,land_surface__month-specific_z-score_of_third_dekad_one-day_mean_of_temperature,land_surface,month-specific_z-score_of_third_dekad_one-day_mean_of_temperature,land,,,,,temperature,"third_dekad_one-day_mean, month-specific_z-score",,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_OPERATION_of_PROPERTY
land_surface__month-specific_z-score_of_one-month_daily_mean_of_temperature,land_surface__month-specific_z-score_of_one-month_one-day_mean_of_temperature,land_surface,month-specific_z-score_of_one-month_one-day_mean_of_temperature,land,,,,,temperature,"month-specific_z-score, one-month_one-day_mean",,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_OPERATION_of_PROPERTY
event__observation_time,observation_event__time,observation_event,time,event,observation,,,,time,time,,,,,,,,,,,,PROCESS_PHENOMENON,PROPERTY
channel~river_water_x-section__width,river_channel_water_x-section__width,river_channel_water_x-section,width,river,,water,,channel,width,,,,,,,,x-section,,,,,PHENOMENON_FORM_MATTER_ABSTRACTION,PROPERTY
channel~river_water_x-section__height,river_channel_water_x-section__height,river_channel_water_x-section,height,river,,water,,channel,height,,,,,,,,x-section,,,,,PHENOMENON_FORM_MATTER_ABSTRACTION,PROPERTY
channel~river_water_x-section_top__width,river_channel_water_x-section_top__width,river_channel_water_x-section_top,width,river,,water,,channel,width,,,,,,,,x-section,,,top,,PHENOMENON_FORM_MATTER_ABSTRACTION_PART,PROPERTY
channel~river_water_x-section__max_of_depth,river_channel_water_x-section__max_of_depth,river_channel_water_x-section,max_of_depth,river,,water,,channel,depth,max,,,,,,,x-section,,,,,PHENOMENON_FORM_MATTER_ABSTRACTION,OPERATION_of_PROPERTY
atmosphere_water__snowfall_mass_flux,atmosphere_snowfall_water__mass_flux,atmosphere_snowfall_water,mass_flux,"atmosphere, snowfall",,water,,,mass_flux,,,,,,,,,,,,,PHENOMENON_PHENOMENON_MATTER,PROPERTY
land_surface_vegetation_water__evapotranspiration_mass_flux,land_surface_vegetation_water_evapotranspiration__mass_flux,land_surface_vegetation_water_evapotranspiration,mass_flux,"vegetation, land","evapotranspiration, vegetation",water,,,mass_flux,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_PHENOMENON_MATTER_PROCESS,PROPERTY
land_surface_storm_water__time_integral_of_runoff_mass_flux,land_surface_storm_water_runoff__time_integral_of_mass_flux,land_surface_storm_water_runoff,time_integral_of_mass_flux,"storm, land",runoff,water,,,mass_flux,time_integral,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
land_surface_radiation~longwave~downward__energy_flux,land_surface_radiation~longwave~downward__energy_flux,land_surface_radiation~longwave~downward,energy_flux,"radiation, land",radiation,,,,energy_flux,,,,,,,longwave,surface,,downward,,,PHENOMENON_ABSTRACTION_PHENOMENON~ATTRIBUTE~DIRECTION,PROPERTY
land_surface~0-to-10cm-below_soil_water__mass-per-area_density,land_surface~0-to-10cm-below_soil_water__mass-per-area_density,land_surface~0-to-10cm-below_soil_water,mass-per-area_density,land,,"water, soil",,,mass-per-area_density,,,,,,,0-to-10cm,surface,,,,,PHENOMENON_ABSTRACTION~ATTRIBUTE-below_MATTER_MATTER,PROPERTY
land_surface~10-to-40cm-below_soil_water__mass-per-area_density,land_surface~10-to-40cm-below_soil_water__mass-per-area_density,land_surface~10-to-40cm-below_soil_water,mass-per-area_density,land,,"water, soil",,,mass-per-area_density,,,,,,,10-to-40cm,surface,,,,,PHENOMENON_ABSTRACTION~ATTRIBUTE-below_MATTER_MATTER,PROPERTY
land_surface~40-to-100cm-below_soil_water__mass-per-area_density,land_surface~40-to-100cm-below_soil_water__mass-per-area_density,land_surface~40-to-100cm-below_soil_water,mass-per-area_density,land,,"water, soil",,,mass-per-area_density,,,,,,,40-to-100cm,surface,,,,,PHENOMENON_ABSTRACTION~ATTRIBUTE-below_MATTER_MATTER,PROPERTY
land_surface~100-to-200cm-below_soil_water__mass-per-area_density,land_surface~100-to-200cm-below_soil_water__mass-per-area_density,land_surface~100-to-200cm-below_soil_water,mass-per-area_density,land,,"water, soil",,,mass-per-area_density,,,,,,,100-to-200cm,surface,,,,,PHENOMENON_ABSTRACTION~ATTRIBUTE-below_MATTER_MATTER,PROPERTY
land_surface_snow__time_integral_of_accumulation_mass_flux,land_surface_snow_accumulation__time_integral_of_mass_flux,land_surface_snow_accumulation,time_integral_of_mass_flux,land,accumulation,snow,,,mass_flux,time_integral,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PROCESS,OPERATION_of_PROPERTY
land_surface_snowpack__depth,land_surface_snowpack__depth,land_surface_snowpack,depth,"snowpack, land",,,,,depth,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_PHENOMENON,PROPERTY
land_surface_water__potential_evaporation_energy_flux,land_surface_water_evaporation__potential_energy_flux,land_surface_water_evaporation,potential_energy_flux,land,evaporation,water,,,potential_energy_flux,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PROCESS,PROPERTY
land_surface_vegetation_canopy_water__mass-per-area_density,land_surface_vegetation_canopy_water__mass-per-area_density,land_surface_vegetation_canopy_water,mass-per-area_density,"vegetation, canopy, land",vegetation,water,,,mass-per-area_density,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_PHENOMENON_PHENOMENON_MATTER,PROPERTY
soil_root-zone_water__mass-per-area_density,soil_rhizosphere_water__mass-per-area_density,soil_rhizosphere_water,mass-per-area_density,rhizosphere,,"water, soil",,,mass-per-area_density,,,,,,,,,,,,,MATTER_PHENOMENON_MATTER,PROPERTY
land_vegetation_canopy_water__evaporation_energy_flux,land_vegetation_canopy_water_evaporation__energy_flux,land_vegetation_canopy_water_evaporation,energy_flux,"vegetation, canopy, land","evaporation, vegetation",water,,,energy_flux,,,,,,,,,,,,,PHENOMENON_PHENOMENON_PHENOMENON_MATTER_PROCESS,PROPERTY
land_vegetation_water__transpiration_energy_flux,land_vegetation_water_transpiration__energy_flux,land_vegetation_water_transpiration,energy_flux,"vegetation, land","transpiration, vegetation",water,,,energy_flux,,,,,,,,,,,,,PHENOMENON_PHENOMENON_MATTER_PROCESS,PROPERTY
land_surface_soil~bare_water__direct_evaporation_energy_flux,land_surface_soil~bare_water_evaporation~direct__energy_flux,land_surface_soil~bare_water_evaporation~direct,energy_flux,land,evaporation,"water, soil",,,energy_flux,,,,,,,"direct, bare",surface,,,,,PHENOMENON_ABSTRACTION_MATTER~ATTRIBUTE_MATTER_PROCESS~ATTRIBUTE,PROPERTY
land_surface_snow__time_integral_of_melt_mass_flux,land_surface_snow_meltwater__time_integral_of_mass_flux,land_surface_snow_meltwater,time_integral_of_mass_flux,land,,"meltwater, snow",,,mass_flux,time_integral,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_MATTER,OPERATION_of_PROPERTY
land_surface_skin__average_of_temperature,land_surface__average_of_skin_temperature,land_surface,average_of_skin_temperature,land,,,,,skin_temperature,average,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_PROPERTY
atmosphere_water__leq_precipitation_volume_flux,atmosphere_water_precipitation__leq_volume_flux,atmosphere_water_precipitation,leq_volume_flux,atmosphere,precipitation,water,,,leq_volume_flux,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
atmosphere_soil_water__thornthwaite_potential_evapotranspiration_volume,atmosphere_soil_water_evapotranspiration__thornthwaite_potential_volume,atmosphere_soil_water_evapotranspiration,thornthwaite_potential_volume,atmosphere,evapotranspiration,"water, soil",,,thornthwaite_potential_volume,,,,,,,,,,,,,PHENOMENON_MATTER_MATTER_PROCESS,PROPERTY
land_region_water__standardized_precipitation_evapotranspiration_drought_intensity_index,land_region_water_evapotranspiration_precipitation__standardized_drought_intensity_index,land_region_water_evapotranspiration_precipitation,standardized_drought_intensity_index,land,"evapotranspiration, precipitation",water,,,standardized_drought_intensity_index,,,,,,,,,,,region,,PHENOMENON_PART_MATTER_PROCESS_PROCESS,PROPERTY
atmosphere_water__standardized_precipitation_wetness_index,atmosphere_water_precipitation__standardized_wetness_index,atmosphere_water_precipitation,standardized_wetness_index,atmosphere,precipitation,water,,,standardized_wetness_index,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
ground_water~intercepted__volume-per-area_storage_density,ground_water~intercepted__volume-per-area_storage_density,ground_water~intercepted,volume-per-area_storage_density,ground,,water,,,volume-per-area_storage_density,,,,,,,intercepted,,,,,,PHENOMENON_MATTER~ATTRIBUTE,PROPERTY
land_surface_snow~intercepted__volume-per-area_storage_density,land_surface_snow~intercepted__volume-per-area_storage_density,land_surface_snow~intercepted,volume-per-area_storage_density,land,,snow,,,volume-per-area_storage_density,,,,,,,intercepted,surface,,,,,PHENOMENON_ABSTRACTION_MATTER~ATTRIBUTE,PROPERTY
land_surface_soil_water__volume-per-area_storage_density,land_surface_soil_water__volume-per-area_storage_density,land_surface_soil_water,volume-per-area_storage_density,land,,"water, soil",,,volume-per-area_storage_density,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_MATTER,PROPERTY
soil_zone~vadose_water__volume-per-area_storage_density,soil_vadose-zone_water__volume-per-area_storage_density,soil_vadose-zone_water,volume-per-area_storage_density,vadose-zone,,"water, soil",,,volume-per-area_storage_density,,,,,,,,,,,,,MATTER_PHENOMENON_MATTER,PROPERTY
land_surface_water__potential_evapotranspiration_volume_flux,land_surface_water_evapotranspiration__potential_volume_flux,land_surface_water_evapotranspiration,potential_volume_flux,land,evapotranspiration,water,,,potential_volume_flux,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PROCESS,PROPERTY
land_surface_water~intercepted__evaporation_volume_flux,land_surface_water~intercepted_evaporation__volume_flux,land_surface_water~intercepted_evaporation,volume_flux,land,evaporation,water,,,volume_flux,,,,,,,intercepted,surface,,,,,PHENOMENON_ABSTRACTION_MATTER~ATTRIBUTE_PROCESS,PROPERTY
land_surface_water__transpiration_volume_flux,land_surface_water_transpiration__volume_flux,land_surface_water_transpiration,volume_flux,land,transpiration,water,,,volume_flux,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PROCESS,PROPERTY
land_surface_soil_water__evaporation_volume_flux,land_surface_soil_water_evaporation__volume_flux,land_surface_soil_water_evaporation,volume_flux,land,evaporation,"water, soil",,,volume_flux,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_MATTER_PROCESS,PROPERTY
atmosphere_water__precipitation_volume_flux,atmosphere_water_precipitation__volume_flux,atmosphere_water_precipitation,volume_flux,atmosphere,precipitation,water,,,volume_flux,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
land_surface_water__infiltration_volume_flux,land_surface_water_infiltration__volume_flux,land_surface_water_infiltration,volume_flux,land,infiltration,water,,,volume_flux,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PROCESS,PROPERTY
groundwater__recharge_volume_flux,groundwater_recharge__volume_flux,groundwater_recharge,volume_flux,,recharge,groundwater,,,volume_flux,,,,,,,,,,,,,MATTER_PROCESS,PROPERTY
land_surface_water__volume_flow_rate,land_surface_water_flowing__volume_rate,land_surface_water_flowing,volume_rate,land,flowing,water,,,volume_rate,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PROCESS,PROPERTY
land_subsurface_water__volume_flow_rate,land_subsurface_water_flowing__volume_rate,land_subsurface_water_flowing,volume_rate,land,flowing,water,,,volume_rate,,,,,,,,,,,subsurface,,PHENOMENON_PART_MATTER_PROCESS,PROPERTY
channel~river__stage_height,river_channel__stage_height,river_channel,stage_height,river,,,,channel,stage_height,,,,,,,,,,,,,PHENOMENON_FORM,PROPERTY
channel~river_water__upstream_volume_flow_rate,river_channel_water_flowing__upstream_component_of_volume_rate,river_channel_water_flowing,upstream_component_of_volume_rate,river,flowing,water,,channel,volume_rate,upstream_component,,,,,,,,,,,,PHENOMENON_FORM_MATTER_PROCESS,OPERATION_of_PROPERTY
channel~river_water__downstream_volume_flow_rate,river_channel_water_flowing__downstream_component_of_volume_rate,river_channel_water_flowing,downstream_component_of_volume_rate,river,flowing,water,,channel,volume_rate,downstream_component,,,,,,,,,,,,PHENOMENON_FORM_MATTER_PROCESS,OPERATION_of_PROPERTY
channel~river_land_surface_water__volume_flow_rate,river_channel_land_surface_water_flowing__volume_rate,river_channel_land_surface_water_flowing,volume_rate,"river, land",flowing,water,,channel,volume_rate,,,,,,,,surface,,,,,PHENOMENON_FORM_PHENOMENON_ABSTRACTION_MATTER_PROCESS,PROPERTY
channel~river_land_subsurface_water__volume_flow_rate,river_channel_land_subsurface_water_flowing__volume_rate,river_channel_land_subsurface_water_flowing,volume_rate,"river, land",flowing,water,,channel,volume_rate,,,,,,,,,,,subsurface,,PHENOMENON_FORM_PHENOMENON_PART_MATTER_PROCESS,PROPERTY
groundwater__initial_head,groundwater__initial_head,groundwater,initial_head,groundwater,,,,,,,,,,,,,,,,,,PHENOMENON,initial_head
model_grid_layer__count,model_grid_layer__count,model_grid_layer,count,,,,,,count,,,,,,,,"model, grid",,,layer,,ABSTRACTION_ABSTRACTION_PART,PROPERTY
model__stress_period_count,model_stress-period__count,model_stress-period,count,stress-period,,,,,count,,,,,,,,model,,,,,ABSTRACTION_PHENOMENON,PROPERTY
model_grid_cell_edge~along-row__length,model_grid_cell_edge_along-row__length,model_grid_cell_edge_along-row,length,,,,,cell,length,,,,,,,,"model, cell, grid, row",,,edge,,ABSTRACTION_ABSTRACTION_FORM_PART_along-ABSTRACTION,PROPERTY
model_grid_cell_edge~along-column__length,model_grid_cell_edge_along-column__length,model_grid_cell_edge_along-column,length,,,,,cell,length,,,,,,,,"column, model, cell, grid",,,edge,,ABSTRACTION_ABSTRACTION_FORM_PART_along-ABSTRACTION,PROPERTY
model_grid_layer~topmost_top__elevation,model_grid_layer~topmost_top__elevation,model_grid_layer~topmost_top,elevation,,,,,,elevation,,,,,,,topmost,"model, grid",,,"layer, top",,ABSTRACTION_ABSTRACTION_PART~ATTRIBUTE_PART,PROPERTY
