full_name,variable_id,variable_label,object_cat,object_id,object_label,object_pref,quantity_id,quantity_label
sea_surface_water_wave__intrinsic_angular_frequency,(sea_surface)@context~in_(water_wave)__intrinsic_angular_frequency,sea_surface_water_wave__intrinsic_angular_frequency,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,intrinsic_angular_frequency,intrinsic_angular_frequency
sea_surface_water_wave__max_of_orbital_speed,(sea_surface)@context~in_(water_wave_orbit)__max_of_orbital_speed,sea_surface_water_wave__max_of_orbital_speed,,(sea_surface)@context~in_(water_wave_orbit),sea_surface_water_wave,phenomenon,max_of_orbital_speed,max_of_orbital_speed
sea_surface_water_wave__observed_angular_frequency,(sea_surface)@context~in_(water_wave)__observed_angular_frequency,sea_surface_water_wave__observed_angular_frequency,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,observed_angular_frequency,observed_angular_frequency
sea_surface_water_wave__orbital_speed,(sea_surface)@context~in_(water_wave_orbit)__orbital_speed,sea_surface_water_wave__orbital_speed,,(sea_surface)@context~in_(water_wave_orbit),sea_surface_water_wave,phenomenon,orbital_speed,orbital_speed
sea_surface_water_wave__period,(sea_surface)@context~in_(water_wave)__period,sea_surface_water_wave__period,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,period,period
sea_surface_water_wave__phase_angle,(sea_surface)@context~in_(water_wave)__phase_angle,sea_surface_water_wave__phase_angle,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,phase_angle,phase_angle
sea_surface_water_wave__phase_speed,(sea_surface)@context~in_(water_wave)__phase_speed,sea_surface_water_wave__phase_speed,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,phase_speed,phase_speed
sea_surface_water_wave__power,(sea_surface)@context~in_(water_wave)__power,sea_surface_water_wave__power,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,power,power
sea_surface_water_wave__refraction_angle,((sea_surface)@context~in_(water_wave))@role~sink_radiation@role~main_refraction__refraction_angle,sea_surface_water_wave__refraction_angle,,((sea_surface)@context~in_(water_wave))@role~sink_radiation@role~main_refraction,sea_surface_water_wave,phenomenon,refraction_angle,refraction_angle
sea_surface_water_wave__significant_height,(sea_surface)@context~in_(water_wave)__significant_height,sea_surface_water_wave__significant_height,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,significant_height,significant_height
sea_surface_water_wave__steepness,(sea_surface)@context~in_(water_wave)__slope,sea_surface_water_wave__slope,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,slope,slope
sea_surface_water_wave__time_integral_from_start_of_cos_of_angular-frequency-times-time,(sea_surface)@context~in_(water_wave)__time_integral_from_start_of_cos_of_angular-frequency-times-time,sea_surface_water_wave__time_integral_from_start_of_cos_of_angular-frequency-times-time,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,time_integral_from_start_of_cos_of_angular-frequency-times-time,time_integral_from_start_of_cos_of_angular-frequency-times-time
sea_surface_water_wave__time_mean_of_height,(sea_surface)@context~in_(water_wave)__time_mean_of_height,sea_surface_water_wave__time_mean_of_height,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,time_mean_of_height,time_mean_of_height
sea_surface_water_wave__time_median_of_height,(sea_surface)@context~in_(water_wave)__time_median_of_height,sea_surface_water_wave__time_median_of_height,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,time_median_of_height,time_median_of_height
sea_surface_water_wave__wavelength,(sea_surface)@context~in_(water_wave)__wavelength,sea_surface_water_wave__wavelength,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,wavelength,wavelength
sea_surface_water_wave__wavenumber,(sea_surface)@context~in_(water_wave)__wavenumber,sea_surface_water_wave__wavenumber,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,wavenumber,wavenumber
sea_surface_water_wave_crest_x-section__vertex_angle,(sea_surface)@context~in_(water_wave_crest_x-section_vertex)__angle,sea_surface_water_wave_crest_x-section__angle,,(sea_surface)@context~in_(water_wave_crest_x-section_vertex),sea_surface_water_wave_crest_x-section,phenomenon,angle,angle
sea_surface_water_wave_crestline__power-per-length_density,(sea_surface)@context~in_(water_wave_crestline)__power-per-length_density,sea_surface_water_wave_crestline__power-per-length_density,,(sea_surface)@context~in_(water_wave_crestline),sea_surface_water_wave_crestline,phenomenon,power-per-length_density,power-per-length_density
sea_surface_water_wave_ray__incidence_angle,(sea_surface)@context~in_(water_wave_ray)__incidence_angle,sea_surface_water_wave_ray__incidence_angle,,(sea_surface)@context~in_(water_wave_ray),sea_surface_water_wave_ray,phenomenon,incidence_angle,incidence_angle
sea_surface_water_wave~breaking__count_fraction,(sea_surface)@context~in_(water_wave~breaking)__count_fraction,sea_surface_water_wave~breaking__count_fraction,,(sea_surface)@context~in_(water_wave~breaking),sea_surface_water_wave~breaking,phenomenon,count_fraction,count_fraction
sea_surface_water_wave~breaking__height,(sea_surface)@context~in_(water_wave~breaking)__height,sea_surface_water_wave~breaking__height,,(sea_surface)@context~in_(water_wave~breaking),sea_surface_water_wave~breaking,phenomenon,height,height
sea_surface_water_wave~breaking__height-to-depth_ratio,(sea_surface)@context~in_(water_wave~breaking)__height-to-depth_ratio,sea_surface_water_wave~breaking__height-to-depth_ratio,,(sea_surface)@context~in_(water_wave~breaking),sea_surface_water_wave~breaking,phenomenon,height-to-depth_ratio,height-to-depth_ratio
sea_water__anomaly_of_mass-per-volume_density,sea@context~in_water__anomaly_of_mass-per-volume_density,sea_water__anomaly_of_mass-per-volume_density,,sea@context~in_water,sea_water,phenomenon,anomaly_of_mass-per-volume_density,anomaly_of_mass-per-volume_density
sea_water__azimuth_angle_of_gradient_of_salinity,sea@context~in_(water@medium)__azimuth_angle_of_gradient_of_salinity,sea_water__azimuth_angle_of_gradient_of_salinity,,sea@context~in_(water@medium),sea_water,phenomenon,azimuth_angle_of_gradient_of_salinity,azimuth_angle_of_gradient_of_salinity
sea_water__azimuth_angle_of_gradient_of_temperature,sea@context~in_water__azimuth_angle_of_gradient_of_temperature,sea_water__azimuth_angle_of_gradient_of_temperature,,sea@context~in_water,sea_water,phenomenon,azimuth_angle_of_gradient_of_temperature,azimuth_angle_of_gradient_of_temperature
sea_water__brunt_vaisala_frequency,sea@context~in_water__brunt-vaisala_frequency,sea_water__brunt-vaisala_frequency,,sea@context~in_water,sea_water,phenomenon,brunt-vaisala_frequency,brunt-vaisala_frequency
sea_water__depth,sea@context~in_water__depth,sea_water__depth,,sea@context~in_water,sea_water,phenomenon,depth,depth
sea_water__east_derivative_of_salinity,sea@context~in_(water@medium)__east_derivative_of_salinity,sea_water__east_derivative_of_salinity,,sea@context~in_(water@medium),sea_water,phenomenon,east_derivative_of_salinity,east_derivative_of_salinity
sea_water__east_derivative_of_temperature,sea@context~in_water__east_derivative_of_temperature,sea_water__east_derivative_of_temperature,,sea@context~in_water,sea_water,phenomenon,east_derivative_of_temperature,east_derivative_of_temperature
sea_water__eddy_viscosity,sea@context~in_(water_eddy)__viscosity,sea_water__viscosity,,sea@context~in_(water_eddy),sea_water,phenomenon,viscosity,viscosity
sea_water__electrical_conductivity,sea@context~in_water__electrical_conductivity,sea_water__electrical_conductivity,,sea@context~in_water,sea_water,phenomenon,electrical_conductivity,electrical_conductivity
sea_water__elevation_angle_of_gradient_of_salinity,sea@context~in_(water@medium)__elevation_angle_of_gradient_of_salinity,sea_water__elevation_angle_of_gradient_of_salinity,,sea@context~in_(water@medium),sea_water,phenomenon,elevation_angle_of_gradient_of_salinity,elevation_angle_of_gradient_of_salinity
sea_water__elevation_angle_of_gradient_of_temperature,sea@context~in_water__elevation_angle_of_gradient_of_temperature,sea_water__elevation_angle_of_gradient_of_temperature,,sea@context~in_water,sea_water,phenomenon,elevation_angle_of_gradient_of_temperature,elevation_angle_of_gradient_of_temperature
sea_water__flow_speed,sea@context~in_(water_flowing)__speed,sea_water__speed,,sea@context~in_(water_flowing),sea_water,phenomenon,speed,speed
sea_water__heat_capacity_ratio,sea@context~in_water__heat_capacity_ratio,sea_water__heat_capacity_ratio,,sea@context~in_water,sea_water,phenomenon,heat_capacity_ratio,heat_capacity_ratio
sea_water__isentropic_compressibility,sea@context~in_(water_isentropic-process)__isentropic_compressibility,sea_water__isentropic_compressibility,,sea@context~in_(water_isentropic-process),sea_water,phenomenon,isentropic_compressibility,isentropic_compressibility
sea_water__isothermal_compressibility,sea@context~in_(water_isothermal-process)__isothermal_compressibility,sea_water__isothermal_compressibility,,sea@context~in_(water_isothermal-process),sea_water,phenomenon,isothermal_compressibility,isothermal_compressibility
sea_water__magnitude_of_gradient_of_salinity,sea@context~in_(water@medium)__magnitude_of_gradient_of_salinity,sea_water__magnitude_of_gradient_of_salinity,,sea@context~in_(water@medium),sea_water,phenomenon,magnitude_of_gradient_of_salinity,magnitude_of_gradient_of_salinity
sea_water__magnitude_of_gradient_of_temperature,sea@context~in_water__magnitude_of_gradient_of_temperature,sea_water__magnitude_of_gradient_of_temperature,,sea@context~in_water,sea_water,phenomenon,magnitude_of_gradient_of_temperature,magnitude_of_gradient_of_temperature
sea_water__magnitude_of_vorticity,sea@context~in_water__magnitude_of_vorticity,sea_water__magnitude_of_vorticity,,sea@context~in_water,sea_water,phenomenon,magnitude_of_vorticity,magnitude_of_vorticity
sea_water__mass-per-volume_density,sea@context~in_water__mass-per-volume_density,sea_water__mass-per-volume_density,,sea@context~in_water,sea_water,phenomenon,mass-per-volume_density,mass-per-volume_density
sea_water__mass-specific_isobaric_heat_capacity,sea@context~in_(water_isobaric-process)__isobaric_mass-specific_heat_capacity,sea_water__isobaric_mass-specific_heat_capacity,,sea@context~in_(water_isobaric-process),sea_water,phenomenon,isobaric_mass-specific_heat_capacity,isobaric_mass-specific_heat_capacity
sea_water__mass-specific_isochoric_heat_capacity,sea@context~in_(water_isochoric-process)__isochoric_mass-specific_heat_capacity,sea_water__isochoric_mass-specific_heat_capacity,,sea@context~in_(water_isochoric-process),sea_water,phenomenon,isochoric_mass-specific_heat_capacity,isochoric_mass-specific_heat_capacity
sea_water__mass-specific_latent_fusion_heat,sea@context~in_(water_fusion)__latent_fusion_mass-specific_heat,sea_water__latent_fusion_mass-specific_heat,,sea@context~in_(water_fusion),sea_water,phenomenon,latent_fusion_mass-specific_heat,latent_fusion_mass-specific_heat
sea_water__mass-specific_latent_vaporization_heat,sea@context~in_(water_vaporization)__latent_vaporization_mass-specific_heat,sea_water__latent_vaporization_mass-specific_heat,,sea@context~in_(water_vaporization),sea_water,phenomenon,latent_vaporization_mass-specific_heat,latent_vaporization_mass-specific_heat
sea_water__north_derivative_of_salinity,sea@context~in_(water@medium)__north_derivative_of_salinity,sea_water__north_derivative_of_salinity,,sea@context~in_(water@medium),sea_water,phenomenon,north_derivative_of_salinity,north_derivative_of_salinity
sea_water__north_derivative_of_temperature,sea@context~in_water__north_derivative_of_temperature,sea_water__north_derivative_of_temperature,,sea@context~in_water,sea_water,phenomenon,north_derivative_of_temperature,north_derivative_of_temperature
sea_water__osmotic_pressure,sea@context~in_water__osmotic_pressure,sea_water__osmotic_pressure,,sea@context~in_water,sea_water,phenomenon,osmotic_pressure,osmotic_pressure
sea_water__potential_temperature,sea@context~in_water__potential_temperature,sea_water__potential_temperature,,sea@context~in_water,sea_water,phenomenon,potential_temperature,potential_temperature
sea_water__salinity,sea@context~in_(water@medium)__salinity,sea_water__salinity,,sea@context~in_(water@medium),sea_water,phenomenon,salinity,salinity
sea_water__secchi_depth,sea@context~in_water__secchi_depth,sea_water__secchi_depth,,sea@context~in_water,sea_water,phenomenon,secchi_depth,secchi_depth
sea_water__static_pressure,sea@context~in_water__static_pressure,sea_water__static_pressure,,sea@context~in_water,sea_water,phenomenon,static_pressure,static_pressure
sea_water__temperature,sea@context~in_water__temperature,sea_water__temperature,,sea@context~in_water,sea_water,phenomenon,temperature,temperature
sea_water__thermal_conductivity,sea@context~in_water__thermal_conductivity,sea_water__thermal_conductivity,,sea@context~in_water,sea_water,phenomenon,thermal_conductivity,thermal_conductivity
sea_water__thermal_inertia,sea@context~in_water__thermal_inertia,sea_water__thermal_inertia,,sea@context~in_water,sea_water,phenomenon,thermal_inertia,thermal_inertia
sea_water__thermal_resistivity,sea@context~in_water__thermal_resistivity,sea_water__thermal_resistivity,,sea@context~in_water,sea_water,phenomenon,thermal_resistivity,thermal_resistivity
sea_water__time_average_of_square_of_potential_temperature,sea@context~in_water__time_average_of_square_of_potential_temperature,sea_water__time_average_of_square_of_potential_temperature,,sea@context~in_water,sea_water,phenomenon,time_average_of_square_of_potential_temperature,time_average_of_square_of_potential_temperature
sea_water__time_average_of_square_of_salinity,sea@context~in_(water@medium)__time_average_of_square_of_salinity,sea_water__time_average_of_square_of_salinity,,sea@context~in_(water@medium),sea_water,phenomenon,time_average_of_square_of_salinity,time_average_of_square_of_salinity
sea_water__time_derivative_of_north_component_of_velocity,sea@context~in_water__time_derivative_of_north_component_of_linear_velocity,sea_water__time_derivative_of_north_component_of_velocity,,sea@context~in_water,sea_water,phenomenon,time_derivative_of_north_component_of_linear_velocity,time_derivative_of_north_component_of_velocity
sea_water__time_derivative_of_temperature,sea@context~in_water__time_derivative_of_temperature,sea_water__time_derivative_of_temperature,,sea@context~in_water,sea_water,phenomenon,time_derivative_of_temperature,time_derivative_of_temperature
sea_water__time_derivative_of_total_pressure,sea@context~in_water__time_derivative_of_pressure,sea_water__time_derivative_of_pressure,,sea@context~in_water,sea_water,phenomenon,time_derivative_of_pressure,time_derivative_of_pressure
sea_water__volume-specific_isobaric_heat_capacity,sea@context~in_(water_isobaric-process)__isobaric_volume-specific_heat_capacity,sea_water__isobaric_volume-specific_heat_capacity,,sea@context~in_(water_isobaric-process),sea_water,phenomenon,isobaric_volume-specific_heat_capacity,isobaric_volume-specific_heat_capacity
sea_water__volume-specific_isochoric_heat_capacity,sea@context~in_(water_isochoric-process)__isochoric_volume-specific_heat_capacity,sea_water__isochoric_volume-specific_heat_capacity,,sea@context~in_(water_isochoric-process),sea_water,phenomenon,isochoric_volume-specific_heat_capacity,isochoric_volume-specific_heat_capacity
sea_water__volumetric_thermal_expansion_coefficient,sea@context~in_water__volumetric_thermal_expansion_coefficient,sea_water__volumetric_thermal_expansion_coefficient,,sea@context~in_water,sea_water,phenomenon,volumetric_thermal_expansion_coefficient,volumetric_thermal_expansion_coefficient
sea_water__x_derivative_of_salinity,sea@context~in_(water@medium)__x_derivative_of_salinity,sea_water__x_derivative_of_salinity,,sea@context~in_(water@medium),sea_water,phenomenon,x_derivative_of_salinity,x_derivative_of_salinity
